,name,file,line,type,comment
1835,ConvMnistBenchmark,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_conv_benchmark_test.py,27,class,Benchmarks for Convnet using `tf.test.Benchmark`.
1836,_build_model,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_conv_benchmark_test.py,40,method,Model from https://keras.io/examples/vision/mnist_convnet/.
1837,benchmark_conv_mnist_bs_128,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_conv_benchmark_test.py,63,method,Measure performance with batch_size=128 and run_iters=2.
1838,benchmark_conv_mnist_bs_256,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_conv_benchmark_test.py,81,method,Measure performance with batch_size=256 and run_iters=3.
1839,benchmark_conv_mnist_bs_512,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_conv_benchmark_test.py,99,method,Measure performance with batch_size=512 and run_iters=3.
1840,Cifar10CNNBenchmark,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/cifar10_cnn_benchmark_test.py,25,class,Benchmarks for CNN using `tf.test.Benchmark`.
1841,_build_model,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/cifar10_cnn_benchmark_test.py,36,method,Model from https://github.com/keras-team/keras/blob/master/examples/cifar10_cnn.py.
1842,benchmark_cnn_cifar10_bs_256,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/cifar10_cnn_benchmark_test.py,72,method,Measure performance with batch_size=256 and run_iters=3.
1843,benchmark_cnn_cifar10_bs_512,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/cifar10_cnn_benchmark_test.py,90,method,Measure performance with batch_size=512 and run_iters=3.
1844,benchmark_cnn_cifar10_bs_1024,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/cifar10_cnn_benchmark_test.py,108,method,Measure performance with batch_size=1024 and run_iters=2.
1845,AntirectifierBenchmark,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/antirectifier_benchmark_test.py,25,class,Benchmarks for Antirectifier using `tf.test.Benchmark`.
1846,_build_model,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/antirectifier_benchmark_test.py,34,method,Model from https://keras.io/examples/keras_recipes/antirectifier/.
1847,benchmark_pixel_cnn_bs_128,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/antirectifier_benchmark_test.py,56,method,Measure performance with batch_size=128 and run_iters=2.
1848,benchmark_pixel_cnn_bs_256,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/antirectifier_benchmark_test.py,73,method,Measure performance with batch_size=256 and run_iters=3.
1849,benchmark_pixel_cnn_bs_512,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/antirectifier_benchmark_test.py,90,method,Measure performance with batch_size=512 and run_iters=4.
1850,Antirectifier,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/antirectifier_benchmark_test.py,108,class,Build simple custome layer.
1851,TextWithTransformerBenchmark,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/text_classification_transformer_benchmark_test.py,25,class,Benchmarks for Text classification with Transformer
1852,_build_model,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/text_classification_transformer_benchmark_test.py,39,method,Model from https://keras.io/examples/nlp/text_classification_with_transformer/.
1853,benchmark_text_classification_bs_128,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/text_classification_transformer_benchmark_test.py,68,method,Measure performance with batch_size=128 and run_iters=3.
1854,benchmark_text_classification_bs_512,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/text_classification_transformer_benchmark_test.py,85,method,Measure performance with batch_size=512 and run_iters=4.
1855,benchmark_text_classification_bs_256,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/text_classification_transformer_benchmark_test.py,102,method,Measure performance with batch_size=256 and run_iters=3.
1856,MultiHeadSelfAttention,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/text_classification_transformer_benchmark_test.py,120,class,Implement multi head self attention as a Keras layer.
1857,TransformerBlock,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/text_classification_transformer_benchmark_test.py,172,class,Implement a Transformer block as a layer.
1858,TokenAndPositionEmbedding,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/text_classification_transformer_benchmark_test.py,196,class,Implement embedding layer.
1859,MLPReutersBenchmark,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/reuters_mlp_benchmark_test.py,27,class,Benchmarks for MLP using `tf.test.Benchmark`.
1860,_build_model,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/reuters_mlp_benchmark_test.py,41,method,Model from https://github.com/keras-team/keras/blob/master/
1861,benchmark_mlp_reuters_bs_128,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/reuters_mlp_benchmark_test.py,63,method,Measure performance with batch_size=128 and run_iters=2.
1862,benchmark_mlp_reuters_bs_256,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/reuters_mlp_benchmark_test.py,81,method,Measure performance with batch_size=256 and run_iters=3.
1863,benchmark_mlp_reuters_bs_512,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/reuters_mlp_benchmark_test.py,99,method,Measure performance with batch_size=512 and run_iters=4.
1864,HierarchicalRNNBenchmark,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_hierarchical_rnn_benchmark_test.py,25,class,Benchmarks for Hierarchical RNN using `tf.test.Benchmark`.
1865,_build_model,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_hierarchical_rnn_benchmark_test.py,37,method,Model from https://github.com/keras-team/keras/blob/master/examples
1866,benchmark_hrnn_mnist_bs_256,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_hierarchical_rnn_benchmark_test.py,64,method,Measure performance with batch_size=256 and run_iters=4.
1867,benchmark_hrnn_mnist_bs_512,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_hierarchical_rnn_benchmark_test.py,81,method,Measure performance with batch_size=512 and run_iters=5.
1868,benchmark_hrnn_mnist_bs_1024,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_hierarchical_rnn_benchmark_test.py,98,method,Measure performance with batch_size=1024 and run_iters=3.
1869,InceptionResNetV2,../tensorflow/tensorflow/python/keras/applications/inception_resnet_v2.py,43,function,Instantiates the Inception-ResNet v2 architecture.
1870,conv2d_bn,../tensorflow/tensorflow/python/keras/applications/inception_resnet_v2.py,251,function,Utility function to apply conv + BN.
1871,inception_resnet_block,../tensorflow/tensorflow/python/keras/applications/inception_resnet_v2.py,293,function,Adds an Inception-ResNet block.
1872,preprocess_input,../tensorflow/tensorflow/python/keras/applications/imagenet_utils.py,103,function,Preprocesses a tensor or Numpy array encoding a batch of images.
1873,decode_predictions,../tensorflow/tensorflow/python/keras/applications/imagenet_utils.py,128,function,Decodes the prediction of an ImageNet model.
1874,obtain_input_shape,../tensorflow/tensorflow/python/keras/applications/imagenet_utils.py,296,function,Internal utility to compute/validate a model's input shape.
1875,correct_pad,../tensorflow/tensorflow/python/keras/applications/imagenet_utils.py,388,function,Returns a tuple for zero-padding for 2D convolution with downsampling.
1876,validate_activation,../tensorflow/tensorflow/python/keras/applications/imagenet_utils.py,411,function,validates that the classifer_activation is compatible with the weights.
1877,dense_block,../tensorflow/tensorflow/python/keras/applications/densenet.py,57,function,A dense block.
1878,transition_block,../tensorflow/tensorflow/python/keras/applications/densenet.py,73,function,A transition block.
1879,conv_block,../tensorflow/tensorflow/python/keras/applications/densenet.py,99,function,A building block for a dense block.
1880,DenseNet,../tensorflow/tensorflow/python/keras/applications/densenet.py,129,function,Instantiates the DenseNet architecture.
1881,DenseNet121,../tensorflow/tensorflow/python/keras/applications/densenet.py,320,function,Instantiates the Densenet121 architecture.
1882,DenseNet169,../tensorflow/tensorflow/python/keras/applications/densenet.py,333,function,Instantiates the Densenet169 architecture.
1883,DenseNet201,../tensorflow/tensorflow/python/keras/applications/densenet.py,346,function,Instantiates the Densenet201 architecture.
1884,MobileNetV2,../tensorflow/tensorflow/python/keras/applications/mobilenet_v2.py,95,function,Instantiates the MobileNetV2 architecture.
1885,EfficientNet,../tensorflow/tensorflow/python/keras/applications/efficientnet.py,194,function,Instantiates the EfficientNet architecture using given scaling coefficients.
1886,block,../tensorflow/tensorflow/python/keras/applications/efficientnet.py,413,function,An inverted residual block.
1887,MobileNet,../tensorflow/tensorflow/python/keras/applications/mobilenet.py,83,function,Instantiates the MobileNet architecture.
1888,InceptionV3,../tensorflow/tensorflow/python/keras/applications/inception_v3.py,46,function,Instantiates the Inception v3 architecture.
1889,conv2d_bn,../tensorflow/tensorflow/python/keras/applications/inception_v3.py,362,function,Utility function to apply conv + BN.
1890,ResNet,../tensorflow/tensorflow/python/keras/applications/resnet.py,60,function,"Instantiates the ResNet, ResNetV2, and ResNeXt architecture."
1891,block1,../tensorflow/tensorflow/python/keras/applications/resnet.py,229,function,A residual block.
1892,stack1,../tensorflow/tensorflow/python/keras/applications/resnet.py,274,function,A set of stacked residual blocks.
1893,block2,../tensorflow/tensorflow/python/keras/applications/resnet.py,293,function,A residual block.
1894,stack2,../tensorflow/tensorflow/python/keras/applications/resnet.py,342,function,A set of stacked residual blocks.
1895,block3,../tensorflow/tensorflow/python/keras/applications/resnet.py,362,function,A residual block.
1896,stack3,../tensorflow/tensorflow/python/keras/applications/resnet.py,431,function,A set of stacked residual blocks.
1897,ResNet50,../tensorflow/tensorflow/python/keras/applications/resnet.py,456,function,Instantiates the ResNet50 architecture.
1898,ResNet101,../tensorflow/tensorflow/python/keras/applications/resnet.py,478,function,Instantiates the ResNet101 architecture.
1899,ResNet152,../tensorflow/tensorflow/python/keras/applications/resnet.py,499,function,Instantiates the ResNet152 architecture.
1900,VGG16,../tensorflow/tensorflow/python/keras/applications/vgg16.py,45,function,Instantiates the VGG16 model.
1901,write_ckpt_to_h5,../tensorflow/tensorflow/python/keras/applications/efficientnet_weight_update_util.py,51,function,Map the weights in checkpoint file (tf) to h5 file (keras).
1902,get_variable_names_from_ckpt,../tensorflow/tensorflow/python/keras/applications/efficientnet_weight_update_util.py,121,function,Get list of tensor names from checkpoint.
1903,get_tf_blocks,../tensorflow/tensorflow/python/keras/applications/efficientnet_weight_update_util.py,145,function,Extract the block names from list of full weight names.
1904,get_keras_blocks,../tensorflow/tensorflow/python/keras/applications/efficientnet_weight_update_util.py,154,function,Extract the block names from list of full weight names.
1905,keras_name_to_tf_name_stem_top,../tensorflow/tensorflow/python/keras/applications/efficientnet_weight_update_util.py,161,function,Mapping name in h5 to ckpt that is in stem or top (head).
1906,keras_name_to_tf_name_block,../tensorflow/tensorflow/python/keras/applications/efficientnet_weight_update_util.py,213,function,Mapping name in h5 to ckpt that belongs to a block.
1907,check_match,../tensorflow/tensorflow/python/keras/applications/efficientnet_weight_update_util.py,300,function,Check if the weights in h5 and ckpt match.
1908,VGG19,../tensorflow/tensorflow/python/keras/applications/vgg19.py,45,function,Instantiates the VGG19 architecture.
1909,Xception,../tensorflow/tensorflow/python/keras/applications/xception.py,50,function,Instantiates the Xception architecture.
1910,NASNet,../tensorflow/tensorflow/python/keras/applications/nasnet.py,65,function,Instantiates a NASNet model.
1911,NASNetMobile,../tensorflow/tensorflow/python/keras/applications/nasnet.py,325,function,Instantiates a Mobile NASNet model in ImageNet mode.
1912,NASNetLarge,../tensorflow/tensorflow/python/keras/applications/nasnet.py,401,function,Instantiates a NASNet model in ImageNet mode.
1913,ResNet50V2,../tensorflow/tensorflow/python/keras/applications/resnet_v2.py,31,function,Instantiates the ResNet50V2 architecture.
1914,ResNet101V2,../tensorflow/tensorflow/python/keras/applications/resnet_v2.py,62,function,Instantiates the ResNet101V2 architecture.
